Date       ,Open,High,Low,Close ,Adj Close ,Volume
 30-01-2024 ,"43,300.23","43,838.95","42,711.37","42,952.61","42,952.61","23,842,814,518"
 29-01-2024 ,"42,030.91","43,305.87","41,818.33","43,288.25","43,288.25","20,668,476,578"
 28-01-2024 ,"42,126.13","42,797.18","41,696.91","42,035.59","42,035.59","16,858,971,687"
 27-01-2024 ,"41,815.63","42,195.63","41,431.28","42,120.05","42,120.05","11,422,941,934"
 26-01-2024 ,"39,936.82","42,209.39","39,825.69","41,816.87","41,816.87","25,598,119,893"
 25-01-2024 ,"40,075.55","40,254.48","39,545.66","39,933.81","39,933.81","18,491,782,013"
 24-01-2024 ,"39,877.59","40,483.79","39,508.80","40,077.07","40,077.07","22,359,526,178"
 23-01-2024 ,"39,518.71","40,127.35","38,521.89","39,845.55","39,845.55","29,244,553,045"
 22-01-2024 ,"41,553.65","41,651.21","39,450.12","39,507.37","39,507.37","31,338,708,143"
 21-01-2024 ,"41,671.49","41,855.37","41,497.01","41,545.79","41,545.79","9,344,043,642"
 20-01-2024 ,"41,624.59","41,877.89","41,446.82","41,665.59","41,665.59","11,586,690,904"
 19-01-2024 ,"41,278.46","42,134.16","40,297.46","41,618.41","41,618.41","25,752,407,154"
 18-01-2024 ,"42,742.31","42,876.35","40,631.17","41,262.06","41,262.06","25,218,357,242"
 17-01-2024 ,"43,132.10","43,189.89","42,189.31","42,742.65","42,742.65","20,851,232,595"
 16-01-2024 ,"42,499.34","43,566.27","42,086.00","43,154.95","43,154.95","24,062,872,740"
 15-01-2024 ,"41,715.07","43,319.72","41,705.42","42,511.97","42,511.97","22,320,220,558"
 14-01-2024 ,"42,842.26","43,065.60","41,724.61","41,796.27","41,796.27","17,521,429,522"
 13-01-2024 ,"42,799.45","43,234.66","42,464.14","42,842.38","42,842.38","20,601,860,469"
 12-01-2024 ,"46,354.79","46,498.14","41,903.77","42,853.17","42,853.17","43,332,698,900"
 11-01-2024 ,"46,656.07","48,969.37","45,678.64","46,368.59","46,368.59","45,833,734,549"
 10-01-2024 ,"46,121.54","47,647.22","44,483.15","46,627.78","46,627.78","50,114,613,298"
 09-01-2024 ,"46,987.64","47,893.70","45,244.71","46,139.73","46,139.73","39,821,290,992"
 08-01-2024 ,"43,948.71","47,218.00","43,244.08","46,970.50","46,970.50","42,746,192,015"
 07-01-2024 ,"43,998.46","44,495.57","43,662.23","43,943.10","43,943.10","19,330,573,863"
 06-01-2024 ,"44,178.95","44,227.63","43,475.16","43,989.20","43,989.20","16,092,503,468"
 05-01-2024 ,"44,192.98","44,353.29","42,784.72","44,162.69","44,162.69","32,336,029,347"
 04-01-2024 ,"42,855.82","44,770.02","42,675.18","44,179.92","44,179.92","30,448,091,210"
 03-01-2024 ,"44,961.60","45,503.24","40,813.54","42,848.18","42,848.18","46,342,323,118"
 02-01-2024 ,"44,187.14","45,899.71","44,176.95","44,957.97","44,957.97","39,335,274,536"
 01-01-2024 ,"42,280.23","44,175.44","42,214.98","44,167.33","44,167.33","18,426,978,443"
 31-12-2023 ,"42,152.10","42,860.94","41,998.25","42,265.19","42,265.19","16,397,498,810"
 30-12-2023 ,"42,091.75","42,584.13","41,556.23","42,156.90","42,156.90","16,013,925,945"
 29-12-2023 ,"42,614.64","43,124.32","41,424.06","42,099.40","42,099.40","26,000,021,055"
 28-12-2023 ,"43,468.20","43,804.78","42,318.55","42,627.86","42,627.86","22,992,093,014"
 27-12-2023 ,"42,518.47","43,683.16","42,167.58","43,442.86","43,442.86","25,260,941,032"
 26-12-2023 ,"43,599.85","43,603.18","41,676.49","42,520.40","42,520.40","30,026,850,982"
 25-12-2023 ,"43,010.57","43,765.09","42,765.77","43,613.14","43,613.14","21,115,795,370"
 24-12-2023 ,"43,728.37","43,945.52","42,786.92","43,016.12","43,016.12","18,830,554,085"
 23-12-2023 ,"44,012.20","44,015.70","43,351.36","43,739.54","43,739.54","13,507,796,558"
 22-12-2023 ,"43,868.99","44,367.96","43,441.97","43,997.90","43,997.90","21,028,503,216"
 21-12-2023 ,"43,648.13","44,240.67","43,330.05","43,869.15","43,869.15","22,452,766,169"
 20-12-2023 ,"42,261.30","44,275.59","42,223.82","43,652.25","43,652.25","27,868,908,174"
 19-12-2023 ,"42,641.51","43,354.30","41,826.34","42,270.53","42,270.53","23,171,001,281"
 18-12-2023 ,"41,348.20","42,720.30","40,530.26","42,623.54","42,623.54","25,224,642,008"
 17-12-2023 ,"42,236.11","42,359.50","41,274.54","41,364.66","41,364.66","16,678,702,876"
 16-12-2023 ,"41,937.74","42,664.95","41,723.11","42,240.12","42,240.12","14,386,729,590"
 15-12-2023 ,"43,028.25","43,087.82","41,692.97","41,929.76","41,929.76","19,639,442,462"
 14-12-2023 ,"42,884.26","43,390.86","41,767.09","43,023.97","43,023.97","25,578,530,178"
 13-12-2023 ,"41,468.46","43,429.78","40,676.87","42,890.74","42,890.74","26,797,884,674"
 12-12-2023 ,"41,238.73","42,048.30","40,667.56","41,450.22","41,450.22","24,779,520,132"
 11-12-2023 ,"43,792.02","43,808.38","40,234.58","41,243.83","41,243.83","40,632,672,038"
 10-12-2023 ,"43,728.38","44,034.63","43,593.29","43,779.70","43,779.70","13,000,481,418"
 09-12-2023 ,"44,180.02","44,361.26","43,627.60","43,725.98","43,725.98","17,368,210,171"
 08-12-2023 ,"43,293.14","44,705.52","43,125.30","44,166.60","44,166.60","24,421,116,687"
 07-12-2023 ,"43,769.13","44,042.59","42,880.65","43,292.66","43,292.66","27,635,760,671"
 06-12-2023 ,"44,080.02","44,265.77","43,478.08","43,746.45","43,746.45","29,909,761,586"
 05-12-2023 ,"41,986.27","44,408.66","41,421.15","44,080.65","44,080.65","36,312,154,535"
 04-12-2023 ,"39,978.63","42,371.75","39,978.63","41,980.10","41,980.10","39,856,129,827"
 03-12-2023 ,"39,472.21","40,135.61","39,298.16","39,978.39","39,978.39","15,769,696,322"
 02-12-2023 ,"38,689.28","39,678.94","38,652.59","39,476.33","39,476.33","15,534,035,612"
 01-12-2023 ,"37,718.01","38,954.11","37,629.36","38,688.75","38,688.75","23,512,784,002"
 30-11-2023 ,"37,861.12","38,141.75","37,531.14","37,712.75","37,712.75","18,115,982,627"
 29-11-2023 ,"37,826.11","38,366.11","37,612.63","37,858.49","37,858.49","20,728,546,658"
 28-11-2023 ,"37,247.99","38,368.48","36,891.09","37,831.09","37,831.09","21,696,137,014"
 27-11-2023 ,"37,454.19","37,559.36","36,750.13","37,254.17","37,254.17","19,002,925,720"
 26-11-2023 ,"37,796.83","37,820.30","37,162.75","37,479.12","37,479.12","13,744,796,068"
 25-11-2023 ,"37,721.41","37,892.43","37,617.42","37,796.79","37,796.79","9,099,571,165"
 24-11-2023 ,"37,296.32","38,415.34","37,261.61","37,720.28","37,720.28","22,922,957,823"
 23-11-2023 ,"37,420.43","37,643.92","36,923.86","37,289.62","37,289.62","14,214,948,217"
 22-11-2023 ,"35,756.55","37,856.98","35,670.97","37,432.34","37,432.34","24,397,247,860"
 21-11-2023 ,"37,469.16","37,631.14","35,813.81","35,813.81","35,813.81","25,172,163,756"
 20-11-2023 ,"37,374.07","37,756.82","36,882.53","37,476.96","37,476.96","20,888,209,068"
 19-11-2023 ,"36,585.77","37,509.36","36,414.60","37,386.55","37,386.55","12,915,986,553"
 18-11-2023 ,"36,625.37","36,839.28","36,233.31","36,585.70","36,585.70","11,886,022,717"
 17-11-2023 ,"36,164.82","36,704.48","35,901.23","36,596.68","36,596.68","22,445,028,430"
 16-11-2023 ,"37,879.98","37,934.63","35,545.47","36,154.77","36,154.77","26,007,385,366"
 15-11-2023 ,"35,548.11","37,964.89","35,383.78","37,880.58","37,880.58","27,365,821,679"
 14-11-2023 ,"36,491.79","36,753.35","34,948.50","35,537.64","35,537.64","23,857,403,554"
 13-11-2023 ,"37,070.30","37,405.12","36,399.61","36,502.36","36,502.36","19,057,712,790"
 12-11-2023 ,"37,133.99","37,227.69","36,779.12","37,054.52","37,054.52","11,545,715,999"
 11-11-2023 ,"37,310.07","37,407.09","36,773.67","37,138.05","37,138.05","13,924,272,142"
 10-11-2023 ,"36,702.25","37,493.80","36,362.75","37,313.97","37,313.97","22,711,265,155"
 09-11-2023 ,"35,633.63","37,926.26","35,592.10","36,693.13","36,693.13","37,762,672,382"
 08-11-2023 ,"35,419.48","35,994.42","35,147.80","35,655.28","35,655.28","17,295,394,918"
 07-11-2023 ,"35,047.79","35,892.42","34,545.82","35,443.56","35,443.56","18,834,737,789"
 06-11-2023 ,"35,044.79","35,286.03","34,765.36","35,037.37","35,037.37","12,693,436,420"
 05-11-2023 ,"35,090.01","35,340.34","34,594.24","35,049.36","35,049.36","12,412,743,996"
 04-11-2023 ,"34,736.32","35,256.03","34,616.69","35,082.20","35,082.20","9,561,294,264"
